abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,price
control,,2017,automatik,286,,150000,benzin,2499
test,cabrio,1999,manuell,90,escort,125000,benzin,2890
control,kleinwagen,2004,manuell,1398,corolla,5000,benzin,3200
control,kombi,2005,manuell,120,6_reihe,150000,diesel,3490
control,suv,2009,automatik,224,m_klasse,100000,diesel,22950
test,limousine,1997,manuell,170,5er,150000,benzin,2750
control,bus,2009,automatik,116,sharan,150000,diesel,11800
test,coupe,2006,manuell,505,,20000,benzin,34899
control,kombi,2004,manuell,101,bora,150000,diesel,5800
control,limousine,1998,manuell,165,a6,150000,benzin,1800
test,limousine,2004,automatik,305,,150000,benzin,6700
test,bus,2003,automatik,174,grand,150000,benzin,3900
test,kombi,2005,manuell,105,astra,150000,benzin,4950
control,kombi,2001,manuell,0,octavia,150000,,2500
test,kleinwagen,1998,,0,punto,125000,,200
test,,2017,manuell,102,golf,150000,benzin,3501
control,limousine,2007,manuell,150,x_reihe,150000,diesel,6200
control,kombi,2000,automatik,163,5er,150000,diesel,1900
control,kleinwagen,1996,manuell,75,fiesta,150000,benzin,800
control,kombi,2001,manuell,102,passat,150000,benzin,1900
control,kleinwagen,2000,manuell,60,twingo,125000,benzin,1250
control,kombi,1999,manuell,82,astra,150000,diesel,1000
test,suv,2011,automatik,184,x_reihe,60000,diesel,33400
control,kleinwagen,1999,manuell,75,2_reihe,150000,benzin,1100
test,bus,2013,manuell,95,c3,30000,benzin,10350
control,limousine,1997,automatik,299,a8,150000,benzin,1800
test,coupe,2003,automatik,143,c_klasse,150000,benzin,3900
control,limousine,2009,automatik,177,x_reihe,125000,diesel,15400
test,andere,1985,automatik,0,andere,50000,benzin,1500
control,limousine,2004,manuell,150,leon,150000,diesel,3990
control,limousine,2001,manuell,102,a_klasse,150000,benzin,2500
test,limousine,2006,manuell,0,passat,150000,diesel,3700
test,limousine,1997,manuell,102,3er,150000,benzin,900
control,,1970,manuell,0,kaefer,150000,benzin,1200
test,kombi,2006,manuell,140,passat,150000,diesel,5990
test,kleinwagen,1999,manuell,100,golf,150000,benzin,1350
test,bus,2005,automatik,150,viano,150000,diesel,8500
control,coupe,2000,automatik,136,clk,150000,benzin,2200
test,limousine,1998,automatik,193,7er,150000,benzin,4450
test,,2016,manuell,179,a6,150000,,2999
control,kombi,2005,manuell,179,,150000,diesel,7500
test,kleinwagen,2004,manuell,74,c3,125000,benzin,2400
control,cabrio,2003,manuell,228,boxster,90000,benzin,15900
control,cabrio,1997,automatik,150,3er,150000,benzin,1999
control,kombi,2005,manuell,163,5er,150000,diesel,6695
test,kleinwagen,2000,manuell,55,micra,150000,benzin,999
control,,2018,manuell,90,andere,5000,,3300
test,limousine,2005,automatik,232,a8,150000,diesel,10500
control,limousine,2001,manuell,0,3_reihe,150000,diesel,200
test,limousine,1993,manuell,90,escort,100000,benzin,0
control,limousine,1998,manuell,0,a_klasse,150000,benzin,550
test,kombi,2006,manuell,231,3er,150000,diesel,10450
test,limousine,1999,manuell,155,156,150000,benzin,0
test,,2016,manuell,112,,150000,benzin,4800
test,,2017,manuell,0,andere,150000,benzin,699
test,kleinwagen,2009,manuell,80,ibiza,150000,diesel,5000
test,kombi,2006,automatik,0,3er,150000,diesel,13500
control,kleinwagen,2007,manuell,80,corsa,150000,benzin,3999
test,andere,1999,manuell,60,a_klasse,150000,diesel,900
control,coupe,2001,manuell,192,3er,150000,benzin,1900
test,kleinwagen,2007,manuell,70,polo,150000,diesel,4300
control,kombi,2001,manuell,0,focus,150000,,500
test,limousine,1997,manuell,75,polo,150000,benzin,1400
control,limousine,2000,,150,,150000,diesel,4000
test,bus,2001,manuell,82,andere,150000,diesel,870
control,cabrio,2007,automatik,163,a4,100000,benzin,12690
control,coupe,2004,manuell,0,astra,150000,,2200
control,kleinwagen,2007,manuell,60,ka,90000,benzin,2199
test,cabrio,2008,manuell,145,focus,90000,benzin,6500
control,cabrio,2009,automatik,272,tt,90000,benzin,25999
test,kombi,2007,manuell,170,passat,150000,diesel,7900
control,coupe,1999,manuell,193,3er,150000,benzin,6500
test,limousine,2004,manuell,143,c_klasse,100000,benzin,5899
test,kleinwagen,1998,manuell,50,arosa,150000,benzin,1200
control,bus,2006,manuell,131,scenic,150000,diesel,7500
test,kleinwagen,1999,manuell,85,andere,150000,,499
control,limousine,2012,manuell,117,qashqai,150000,benzin,13700
test,kombi,2010,manuell,110,astra,125000,diesel,6700
test,limousine,1996,manuell,136,c_klasse,150000,benzin,1000
test,limousine,2005,manuell,48,micra,30000,benzin,3999
control,kombi,2006,manuell,170,passat,150000,diesel,6990
control,suv,2013,manuell,160,tiguan,30000,benzin,22222
control,coupe,2006,automatik,306,3er,150000,benzin,17500
control,kleinwagen,2001,manuell,80,punto,150000,benzin,450
control,bus,2003,manuell,143,voyager,150000,diesel,2790
control,kleinwagen,2003,manuell,88,2_reihe,150000,benzin,899
control,bus,2004,manuell,109,vito,150000,diesel,7150
test,kombi,2001,manuell,0,agila,125000,lpg,1000
control,kleinwagen,2006,automatik,101,fiesta,125000,benzin,3690
test,,2016,automatik,0,a6,150000,benzin,450
test,limousine,2009,automatik,245,7er,150000,diesel,20700
test,kleinwagen,1993,manuell,45,corsa,150000,,0
test,limousine,1996,manuell,101,a4,80000,benzin,3300
control,coupe,2009,manuell,265,andere,30000,benzin,34500
control,bus,2006,manuell,140,zafira,150000,benzin,4800
control,limousine,2002,manuell,122,vectra,100000,benzin,3999
control,kleinwagen,1997,manuell,0,corsa,150000,benzin,129
test,kleinwagen,2006,automatik,88,c3,70000,benzin,4999
test,kombi,1999,manuell,193,5er,150000,benzin,2500
test,kleinwagen,2012,manuell,85,corsa,125000,lpg,6200
test,limousine,2013,automatik,241,x_type,30000,diesel,1
control,bus,2003,manuell,101,meriva,150000,diesel,1250
test,suv,1991,manuell,110,andere,100000,benzin,4000
control,limousine,2002,automatik,133,andere,150000,diesel,2400
control,kombi,1999,manuell,101,passat,150000,benzin,1300
test,kombi,2006,manuell,170,4_reihe,150000,diesel,2600
test,kombi,2010,manuell,105,golf,150000,diesel,4000
control,limousine,1997,manuell,0,3er,150000,benzin,349
control,bus,2008,manuell,109,andere,150000,diesel,5490
test,bus,2005,manuell,116,galaxy,150000,diesel,4900
test,kombi,2004,,0,mondeo,40000,diesel,900
control,kleinwagen,2000,manuell,50,lupo,125000,,1000
test,coupe,2007,manuell,306,3er,150000,benzin,18300
test,kleinwagen,2001,automatik,33,fortwo,125000,benzin,1999
test,limousine,1999,manuell,75,megane,150000,benzin,1300
control,kombi,2006,manuell,140,passat,150000,diesel,7500
test,kombi,2006,manuell,120,3er,70000,benzin,4500
test,limousine,1996,manuell,150,a4,150000,benzin,1400
control,limousine,2004,manuell,140,a3,150000,diesel,4500
control,,2017,manuell,0,ducato,150000,,4200
control,kleinwagen,1999,manuell,58,twingo,150000,benzin,1280
test,limousine,2013,automatik,230,golf,30000,benzin,28500
test,suv,1945,manuell,48,andere,150000,benzin,7000
control,limousine,2010,manuell,170,a6,70000,diesel,17900
control,,2017,,0,polo,150000,benzin,500
test,limousine,2001,manuell,75,golf,100000,,2750
control,limousine,2007,manuell,109,c4,150000,benzin,3390
test,limousine,1999,manuell,105,beetle,80000,benzin,4500
control,kombi,1994,manuell,125,astra,150000,benzin,350
test,coupe,2000,manuell,131,andere,150000,benzin,3999
control,coupe,2010,automatik,211,a5,70000,benzin,17500
test,limousine,1998,manuell,116,vectra,150000,benzin,950
test,limousine,1992,automatik,0,andere,150000,benzin,3500
control,,2016,manuell,170,3er,150000,,2100
test,kleinwagen,1998,manuell,54,andere,150000,benzin,400
test,limousine,2015,manuell,110,i_reihe,10000,diesel,10500
test,cabrio,1999,manuell,136,slk,150000,benzin,4000
control,,1995,manuell,170,calibra,150000,,150
control,limousine,1999,manuell,150,golf,150000,benzin,1600
control,limousine,2008,manuell,160,a4,20000,benzin,12000
test,limousine,2006,manuell,0,3er,150000,benzin,0
test,bus,2004,manuell,144,carnival,150000,diesel,1400
control,kombi,2004,manuell,163,passat,150000,diesel,2399
control,kleinwagen,2002,manuell,75,a2,150000,benzin,2400
test,limousine,2001,manuell,90,almera,150000,benzin,1400
control,coupe,1996,manuell,115,andere,150000,benzin,1999
test,cabrio,2001,manuell,170,3er,150000,benzin,5500
test,bus,2008,automatik,140,s_max,150000,diesel,11450
test,kombi,1998,automatik,110,passat,5000,diesel,899
test,limousine,2012,manuell,143,1er,70000,diesel,12300
test,kombi,2006,manuell,75,fabia,125000,benzin,3799
test,kombi,1998,manuell,116,3er,150000,benzin,2000
test,kombi,2011,automatik,143,3er,150000,diesel,15799
test,cabrio,2003,manuell,200,andere,30000,benzin,26950
test,limousine,1997,automatik,235,5er,150000,benzin,3650
control,suv,2004,manuell,107,scenic,150000,benzin,1850
control,kombi,2002,manuell,150,a4,125000,benzin,7500
control,limousine,2002,manuell,120,6_reihe,150000,benzin,2500
test,limousine,1995,automatik,102,3er,150000,benzin,799
control,kombi,1999,manuell,125,passat,150000,benzin,0
control,coupe,2006,manuell,163,4_reihe,150000,benzin,0
control,kombi,2007,manuell,170,a4,150000,diesel,8500
test,kombi,1999,manuell,116,focus,150000,benzin,1300
test,kombi,2011,automatik,143,3er,100000,diesel,15700
test,suv,2003,automatik,163,grand,150000,diesel,7800
test,,2000,manuell,0,polo,150000,benzin,200
test,limousine,1996,manuell,96,e_klasse,150000,diesel,0
test,,2018,manuell,0,a4,150000,lpg,1950
test,kombi,2012,automatik,136,i_reihe,60000,diesel,17900
control,kombi,2005,automatik,200,a3,150000,benzin,8200
test,bus,2012,manuell,140,transporter,90000,diesel,35890
test,,2016,manuell,125,a3,150000,benzin,0
control,limousine,2005,automatik,333,5er,150000,benzin,9900
control,limousine,2000,manuell,75,golf,125000,benzin,2350
control,kombi,2007,manuell,102,transporter,150000,diesel,8990
test,kombi,2005,manuell,140,passat,150000,diesel,5600
control,bus,2005,manuell,0,andere,150000,diesel,3950
control,kleinwagen,2007,manuell,67,matiz,125000,lpg,2990
test,suv,2003,manuell,136,x_trail,150000,diesel,3400
test,coupe,2009,automatik,272,tt,150000,benzin,19600
control,,2000,,0,,150000,,1500
test,cabrio,2008,manuell,105,a3,150000,diesel,11900
test,,2016,manuell,80,punto,150000,,360
test,cabrio,2000,manuell,101,golf,150000,benzin,2800
control,kleinwagen,2016,manuell,80,micra,5000,benzin,10490
control,suv,2003,manuell,116,andere,150000,diesel,5199
control,kombi,2013,automatik,147,avensis,40000,benzin,18100
control,kombi,2006,manuell,150,c_klasse,150000,diesel,5900
test,kombi,2013,manuell,122,passat,60000,benzin,14900
test,kleinwagen,2000,manuell,54,corsa,125000,benzin,900
control,limousine,2013,manuell,117,qashqai,30000,benzin,16650
test,cabrio,2001,manuell,140,,150000,benzin,2200
control,kleinwagen,2001,manuell,102,a_klasse,150000,,1500
control,suv,2008,manuell,141,sportage,90000,benzin,9999
control,limousine,1999,automatik,147,accord,150000,benzin,1980
control,limousine,2000,,82,a_klasse,150000,benzin,1299
control,limousine,2000,manuell,101,octavia,125000,benzin,1999
test,kleinwagen,2002,manuell,50,lupo,150000,benzin,1001
test,limousine,1999,automatik,230,clk,150000,benzin,2500
control,kombi,2007,manuell,147,6_reihe,125000,benzin,6800
control,limousine,2015,automatik,110,golf,40000,diesel,22750
control,limousine,2006,manuell,105,leon,125000,benzin,4200
test,kombi,2001,manuell,140,v70,150000,benzin,2750
control,kleinwagen,2002,manuell,60,punto,150000,benzin,1000
test,kleinwagen,2002,manuell,60,ka,100000,benzin,1000
test,limousine,2004,manuell,0,a_klasse,150000,diesel,3100
test,kombi,2008,manuell,170,3er,125000,benzin,12499
test,kleinwagen,1998,manuell,50,corsa,100000,benzin,999
control,kleinwagen,1997,manuell,55,fiesta,150000,benzin,500
test,limousine,2013,automatik,122,a_klasse,30000,benzin,19200
test,kombi,1998,automatik,122,c_klasse,150000,benzin,1290
test,kleinwagen,2001,,45,fortwo,150000,benzin,1950
control,cabrio,1996,manuell,180,3er,150000,benzin,4000
test,cabrio,1999,automatik,150,3er,150000,benzin,5999
test,,2016,manuell,86,ibiza,125000,benzin,3400
test,,2016,manuell,147,clk,150000,benzin,2400
test,kleinwagen,2005,manuell,60,ka,125000,benzin,950
control,kleinwagen,1999,manuell,103,bravo,30000,benzin,400
test,kleinwagen,2012,manuell,60,up,30000,benzin,6699
control,limousine,2003,automatik,231,3er,150000,benzin,8600
test,limousine,2007,manuell,143,1er,125000,benzin,8800
control,,2017,automatik,70,golf,150000,,349
control,,2018,manuell,140,sharan,150000,,2100
test,kombi,2013,automatik,143,a4,90000,diesel,29999
control,limousine,2006,manuell,110,3_reihe,5000,,3550
control,kleinwagen,2002,manuell,58,corsa,150000,benzin,650
test,suv,1985,manuell,72,andere,70000,diesel,4900
control,,2005,manuell,65,fiesta,125000,benzin,200
control,limousine,2002,automatik,163,5er,150000,diesel,3790
control,coupe,2000,manuell,139,andere,80000,benzin,1490
test,limousine,2012,manuell,102,octavia,50000,benzin,8000
test,limousine,2010,manuell,109,golf,150000,,6750
test,limousine,1989,manuell,231,3er,150000,benzin,0
test,cabrio,2002,manuell,109,2_reihe,150000,,3000
control,suv,2011,automatik,313,range_rover,60000,diesel,47900
control,kleinwagen,1999,manuell,58,clio,125000,benzin,1450
control,kleinwagen,2000,manuell,0,a_klasse,150000,benzin,1699
control,kombi,2011,manuell,122,golf,90000,benzin,11990
control,kleinwagen,2005,automatik,61,fortwo,150000,benzin,1950
control,kleinwagen,1998,manuell,45,1_reihe,150000,benzin,250
control,kombi,1999,manuell,0,,150000,benzin,0
control,kombi,2001,manuell,128,,150000,,550
test,bus,2008,automatik,140,c4,150000,lpg,4950
control,kleinwagen,2004,manuell,95,forfour,150000,benzin,2450
test,cabrio,2011,manuell,143,1er,90000,benzin,19450
control,kleinwagen,2015,manuell,90,fabia,20000,diesel,13790
control,kombi,2006,manuell,129,3er,125000,benzin,9600
control,kombi,2006,automatik,0,passat,150000,diesel,4000
control,suv,2006,automatik,306,m_klasse,150000,lpg,15500
control,kleinwagen,2007,,0,clio,150000,,2500
test,kombi,2010,manuell,125,a3,100000,benzin,9990
control,kombi,2005,automatik,177,5er,150000,diesel,6650
control,kleinwagen,2002,manuell,75,2_reihe,150000,benzin,1995
test,kombi,1990,manuell,90,100,150000,benzin,650
control,limousine,1999,manuell,80,andere,100000,benzin,2000
control,kleinwagen,1998,manuell,75,almera,90000,benzin,1350
test,kleinwagen,2016,manuell,90,corsa,150000,benzin,950
control,coupe,2002,manuell,129,c_klasse,150000,benzin,0
test,,2017,manuell,156,vectra,150000,,1800
control,kleinwagen,2008,manuell,80,polo,80000,benzin,5999
test,kleinwagen,2008,manuell,82,fiesta,80000,lpg,5999
test,kleinwagen,2005,manuell,75,ibiza,125000,benzin,3400
test,,2005,,0,,150000,,4500
control,kombi,1996,manuell,110,a4,150000,diesel,900
test,,2000,,0,,5000,,0
control,limousine,1996,manuell,75,megane,150000,benzin,800
test,kleinwagen,1999,manuell,0,,70000,benzin,1470
test,,2016,automatik,170,,125000,benzin,9000
control,limousine,2009,manuell,140,c5,60000,diesel,10000
test,bus,2015,manuell,179,transporter,20000,diesel,40899
test,kombi,2007,manuell,101,fabia,125000,diesel,5299
test,kombi,2002,automatik,179,a6,150000,diesel,8000
control,kleinwagen,2005,manuell,65,picanto,150000,benzin,1200
test,kombi,1996,automatik,170,omega,150000,lpg,1600
control,kleinwagen,1998,manuell,0,twingo,150000,benzin,600
control,kleinwagen,2006,manuell,54,polo,125000,benzin,3300
control,kleinwagen,1997,manuell,55,twingo,150000,benzin,200
control,,2005,,0,,150000,,2250
control,,2016,automatik,111,a_klasse,150000,benzin,2700
control,kleinwagen,1998,manuell,101,a3,150000,benzin,300
test,kleinwagen,2000,manuell,0,fiesta,125000,benzin,1299
test,kleinwagen,1999,manuell,0,focus,150000,,230
test,andere,2010,manuell,190,sprinter,150000,diesel,11500
test,bus,2007,manuell,145,s_max,150000,benzin,4900
control,cabrio,2006,manuell,177,z_reihe,80000,benzin,15990
test,kleinwagen,2008,manuell,97,fiesta,125000,benzin,7200
test,limousine,2006,automatik,231,e_klasse,150000,benzin,11999
control,kleinwagen,2003,manuell,0,polo,150000,benzin,2190
test,kombi,2009,manuell,90,astra,150000,,4200
test,kombi,2007,manuell,163,3er,150000,diesel,6250
test,kleinwagen,2000,manuell,45,corsa,150000,benzin,350
control,kleinwagen,1995,manuell,45,polo,150000,benzin,500
control,limousine,2007,manuell,102,jetta,80000,benzin,7500
control,bus,2005,manuell,116,touran,125000,benzin,5599
control,cabrio,2012,manuell,170,e_klasse,30000,diesel,30500
test,kombi,1997,manuell,116,vectra,150000,benzin,500
test,kleinwagen,1996,manuell,0,clio,150000,benzin,399
test,,2005,automatik,218,,150000,,0
test,kleinwagen,2000,manuell,50,polo,125000,benzin,1999
test,limousine,2004,manuell,150,3er,150000,diesel,6350
control,kombi,2001,manuell,147,vectra,150000,benzin,2700
control,kleinwagen,2002,manuell,150,147,125000,benzin,1850
test,limousine,2009,manuell,125,leon,125000,benzin,8499
control,limousine,1999,,1799,vectra,150000,benzin,0
control,,2017,manuell,101,astra,80000,,2999
test,,2018,manuell,40,,150000,,770
test,kleinwagen,1998,manuell,60,fiesta,150000,benzin,500
control,cabrio,1996,manuell,75,golf,150000,benzin,1450
control,cabrio,2005,manuell,95,ka,80000,benzin,3299
control,kleinwagen,2001,manuell,50,polo,150000,benzin,1599
test,andere,1999,automatik,193,slk,150000,benzin,3950
control,limousine,2006,manuell,240,a6,150000,diesel,0
control,,2016,manuell,170,,150000,,3300
control,kombi,2003,automatik,177,signum,150000,diesel,2500
test,coupe,1999,manuell,155,andere,150000,benzin,650
control,kombi,2001,manuell,163,c_klasse,150000,benzin,4290
test,kleinwagen,2001,manuell,75,clio,150000,benzin,900
test,kombi,2007,manuell,120,2_reihe,100000,benzin,6199
test,kleinwagen,1993,manuell,75,golf,150000,benzin,270
